Id,text
1725,"By deploying Generation IV technologies with innovative designs, we can demonstrate to the world that nuclear power is not only reliable and clean but also a cost-competitive alternative to fossil fuels
 
#Gen4Fission #SMR #AdvancedNuclear
https://t.co/RwoNLm0FkS https://t.co/Hc9JE4T0zC"
1726,"@mkraju So, worst case scenario. Nuclear secrets, war plans, etc. 

The idea that this is just a political hit-job is just asinine. 

The man is likely the most serious threat to National Security in at least a generation and his cult is willing to paper over all of it to own the libs."
1727,Ontario Power Generation to support GE Hitachi SMR rollout in Europe https://t.co/bdKSABjEav
1728,Renewable generation surpassed coal and nuclear in the U.S. electricity power sector in 2022 (EIA 2023) https://t.co/0ZTDbBLOmy
1729,"RT @AspenStrategy: In an interview with @SmithGlobe, ASG Co-Chair @Joe_Nye reflects on how nuclear ethics have and haven????????â¬???????t shifted since th????????â¬???????"
1730,"In an interview with @SmithGlobe, ASG Co-Chair @Joe_Nye reflects on how nuclear ethics have and haven????????â¬???????t shifted since the Cold War. Read the @Kennedy_School interview here: https://t.co/zk7momCiPH"
1731,"@Philfile @Dogula66 @RealJamesWoods Look, I get that Phil.

Eventually even EVs require some kind of generation and sometimes that is supplied by a fossil fuel thermal engine of some variety.

If environmentalists hadn????????â¬???????t put the brakes on nuclear, we wouldn????????â¬???????t be here.

So stop producing CO2 with your phone."
1732,"@DCTannoudji @robertsandison3 @dorfman_p ""companies that make more than 10% of their revenue from nuclear power generation""

Yeah, that'll save ya.
Investment runs from money losing nuke. All the big bucks are going to RE. 15x as much as dying nuke.
Build all you want, it won't even keep up with the wave of retirements. https://t.co/YS1vT5sVwK"
1733,@mfredson33 @GarryHaney4 @rix_trevor @NYPAenergy Build more nuclear generation then.
1734,"@rosoddle If the generation before us had nuclear war to fear, nowadays its school shootin."
1735,"But yet she so vehemently opposes carbon free, reliable nuclear generation!  How does she keep getting elected? https://t.co/mPkHQkPrqt"
1736,"@josehmenez @nicolasfulghum I was talking about actual production not capacity. The nuclear production was more useful since it was firm, but in terms of of total energy generation they????????â¬???????ve added enough over the last 13 years to make up for the lost nuclear power"
1737,"RT @DBleizeffer: ""We expect the increase in summer generation from solar, wind, and nuclear power to contribute to reduced generation from????????â¬???????"
1738,"RT @abida_15: 6) With an addition of 3 thar-coal based power projects that achieved commercial operations data FY23,total installed capacit????????â¬???????"
1739,"RT @abida_15: 4)During Jul-Mar 
FY2023, total electricity 
generation remains 
94,121 GWh whereas 
hydel, thermal, nuclear 
and renewables????????â¬???????"
1740,"RT @RainerReelfs: Auch hier br??ckeln alte Vorurteile:
""In support of the transition to a low-carbon economy, Parnassus Investments, a pione????????â¬???????"
1741,RT @nuclearfreede: Starting now in University of Marburg: Nuclear Justice Now! Lecture by 3rd generation victimson effects of US #nuclearte????????â¬???????
1742,"Auch hier br??ckeln alte Vorurteile:
""In support of the transition to a low-carbon economy, Parnassus Investments, a pioneer in responsible investing, is removing its long-held exclusion on companies that make more than 10% of their revenue from nuclear power generation and/or????????â¬??????? https://t.co/ZxgTxzdNvr"
1743,"@CarolineLucas Why did you campaign aganist nuclear power for all those decades? We would have 4th gen reactors by now with walk away safety, zero emissions and zero reliance on fossil fuel for energy generation."
1744,"RT @David_Donovan: Ontario, through Ontario Power Generation (@opg), will work with Poland &amp; @ORLEN_Synthos Green Energy in the quest to de????????â¬???????"
1745,"Ontario, through Ontario Power Generation (@opg), will work with Poland &amp; @ORLEN_Synthos Green Energy in the quest to deploy and operate small modular reactors in Europe, to meet climate targets &amp; support energy security. ????????????????

https://t.co/u4boKCNPxA #onpoli #energy #nuclear"
1746,"@coqumragep279 @alexandrosM The state as a whole is currently about 1/3 RE (with no nuclear or utility-scale hydropower). My island's (pop. 205,294) grid is around 50% RE thanks to geothermal, and set to increase further soon with the completion of a battery-solar plant. 
https://t.co/LXwBHAQPEB"
1747,"RT @NukeSavesLives: Ecocriminal idea.

30 nuclear reactors? ???????? 
This claim denote ignorance or intentional disinformation about electricity????????â¬???????"
1748,"@Dardedar @edwardkeyjf @NetZeroWatch Renewables are intermittent, nuclear works 24/7.
Closing nuclear means that the RE has replaced nuclear generation rather than coal. Clever move, not."
1749,"The 2,000km range Agni Prime, the next????????â¬???????generation ballistic nuclear missile that covers all critical cities in Pakistan, has cleared all tests and is set to be inducted into India????????â¬???????s arsenal.

Snehesh Alex Philip @sneheshphilip reports

#ThePrintDefence

https://t.co/USvW0ONeWl"
1750,"""We expect the increase in summer generation from solar, wind, and nuclear power to contribute to reduced generation from coal-fired power plants."" Coal-generation expected to fall 15% this summer. - @EIAgov #coal #RenewableEnergy https://t.co/LZIBkOJ1NS"
1751,"US / Senate Committee Approves Bill To Advance Leadership In Next-Generation Nuclear
 
#NuclearPower @NucNetNews
https://t.co/xBNhT7pvU6 https://t.co/OSMCOCv5yO"
1752,"@TrueNorthSolver @maxfawcett Ok let????????â¬???????s read????????â¬???????

????????â¬???????Provided that growth in non-fossil power generation from wind, solar and nuclear continues to accelerate, and electricity demand growth stabilizes or slows down, power generation from coal could peak and decline????????â¬???????

- the same report"
1753,"On Thursday #gas generated 30.3% of British electricity followed by wind 28.6%, nuclear 20.6%, solar 10.3%, imports 7.2%, biomass 2.6%, hydro 0.3%, coal 0.0%, coal 0.0% *excl. non-renewable distributed generation https://t.co/TpASx3WqXu"
1754,"@DexterTempest How is Nuclear  ????????â¬???????conflicting views.
NG supports some nuclear generation"
1755,US / Senate Committee Approves Bill To Advance Leadership In Next-Generation Nuclear https://t.co/wmCs6Ux52B
1756,"@Debriefmedia Electric propulsion was never the major hurdle, it's always been energy storage/generation.  Without vastly better batteries, Nuclear thermal electric generators (TEGs) or other storage/generation tech, electric propulsion for aircraft is dead on arrival."
1757,"In our opinion, closing the Spanish nuclear power plants would be short sighted and eventually counterproductive for both our power grid and the environment. Time and time again, retired nuclear generation gets replaced by baseload fossil, not variable renewables."
1758,"It was soon followed, in 1971 and '72, by the Santa Mar??a de Garo??a (BWR) and Vandell??s (UNGG) Nuclear Power Plants, both built in 5 years.  This first generation of power plants (now shut down) put Spain's small economy at the forefront of the world's nuclear power deployment. https://t.co/g2qc9nQPcS"
1759,Correcting this - PM said: ????????â¬???????it is the north of our country at the heart of our plan for energy security????????â¬??????? the next generation of nuclear power - small modular reactors - could have their home in Cumbria????????â¬??????? https://t.co/k0ILUhL3g8
1760,"For anyone who still doubts that solar is going to dominate energy generation in the years to come.

It used to be said that #nuclear would be ""too cheap to meter"".

Hinkley C reactor is going to charge ??92.50/MWh - that's *12 cents* per kWh.

#solarpower FTW! https://t.co/PichyE0XxS"
1761,"It????????â¬???????s just the First Born #Atomic Generation fulfilling our #Boomer and older generation????????â¬???????s destiny of Nuclear #Holocaust and planetary Karma, as @JeffersonAirp saw it 55 years ago in this song; https://t.co/jCgxHg6EQ0 https://t.co/yzV5vIbuMy https://t.co/33rE91KBm8"
1762,"Or put another way (from the @IEA no less):

""Nuclear power and hydropower form the backbone of low-carbon electricity generation. Together, they provide three-quarters of global low-carbon generation""

https://t.co/D9tHGeiX0p"
1763,RT @Andercot: @alexandrosM Carbon footprints shift the conversation away from power generation towards individual consumption and this is a????????â¬???????
1764,"By 2024, @INL's Microreactor Applications Research Validation and EvaLuation (MARVEL) reactor is expected to be the zero-emissions engine of the world????????â¬???????s first nuclear test microgrid. ??????

@Vox's @umairfan reports on the new generation of #nuclear power. ??????
https://t.co/HXARAX0i1O"
1765,"RT @EnergyMrktPrice: French Finance Minister, Bruno Le Maire, asserts that nuclear power is a non-negotiable and crucial aspect of France's????????â¬???????"
1766,"French Finance Minister, Bruno Le Maire, asserts that nuclear power is a non-negotiable and crucial aspect of France's energy strategy. France remains committed to its nuclear-reliant power generation, providing 70% of its electricity. Read more: [https://t.co/BPpn5b209N]
#energy"
1767,"Today, June 09, 2023, #nuclear reactors in the US are running at an effective capacity factor of 94.1% for a total of 89,110 megawatts of #carbonfree electric power generation. Data retrieved from US NRC and EIA sources."
1768,"RT @Skyharbour_SYH: Hear President &amp; CEO, @JordanPTrimble give a high level overview of nuclear power and the benefits of the emissions-fre????????â¬???????"
1769,"RT @capnek123: US / Senate Committee Approves Bill To Advance Leadership In Next-Generation Nuclear
#uranium #uraniumsqueeze #nuclear #nucl????????â¬???????"
1770,"@NTI_WMD @michaelphirsh I'm not sure we have the people today that have the ability to stand down from a nuclear war 
We have a foolish generation of nincompoops.
Obsessed with how much money can I amass?
Thinking about people? Only in how they can grift them,not save them."
1771,"6) With an addition of 3 thar-coal based power projects that achieved commercial operations data FY23,total installed capacity from 5 thar-Coal based power generation plants has reached 3300 MW.
Six Nuclear power projects, having installed capacity of 3530 MW,supplied 18739 mln."
1772,"4)During Jul-Mar 
FY2023, total electricity 
generation remains 
94,121 GWh whereas 
hydel, thermal, nuclear 
and renewables 
generated 28.6%, 
46.2%, 21% and 4.2%, 
respectively. 
@Tehmina25 @NumairaAziz @nadeemhaque @ShahidMohmand79 @PIDEpk @malikafia2021 @AnjeelaKhurram"
1773,Blog Post: US / Senate Committee Approves Bill To Advance Leadership In Next-Generation Nuclear https://t.co/Tx6I9KvtKT
1774,@reggiedunlopno4 @martin_e @TeslaOwnersUK @johnredwood Hinkley point C licensed in 2012 due to start generating 15 years later in 2027.  Since 2012 wind has gone from 5.5% of the UK generation to 26.8% I don't think we can wait for nuclear.
1775,"@trisagoras @Marcusgibson @tweettruth2me Those are greenfields that were explicitly built for nuclear power generation and the cooling infrastructure required was designed for each site. You don????????â¬???????t just drive to Wheaton, plop a reactor in, get a cooling tower at Runnings and go.  C2N will still require bespoke retrofits."
1776,"@smchatter1 @Victorshi2020 Yes, we only had to have nuclear bomb drills for my generation..."
1777,"RT @NucNetNews: ???????? US: #Senate Committee Approves Bill To Advance Leadership In Next-Generation #Nuclear. #nuclearenergy #nuclearpower

Leg????????â¬???????"
1778,"@Atomicrod The US boogeyman who prevented CANDU success really doesn????????â¬???????t hold water. Especially in light of this list of plants under construction.  Looks like just the Indian plants which are a derivative.

But it keeps getting repeated. 

https://t.co/lf5c7gu4sB"
1779,@dorfman_p Tell us how much coal and wood Germany burned last winter along with how French nuclear power (along with a mild winter) literally prevented thousands freezing to death Paul ? Aggregate generation is a useless metric if it cannot be viably transported nor stored.
1780,"@unusual_whales Great to see!! What form of power generation make up the rest of the power demand? Nuclear, hydro and wind?"
1781,"US / Senate Committee Approves Bill To Advance Leadership In Next-Generation Nuclear
#uranium #uraniumsqueeze #nuclear #nuclearenergy 

https://t.co/nfbi70zm7W"
1782,RT @republic: DRDO successfully conducted first pre-induction night launch of new generation ballistic missile 'Agni Prime'. #AgniPrime #Ba????????â¬???????
1783,"@alexgreat @Kanthan2030 Nuclear has its own problems. I am waiting for humanity to achieve power generation from fusion. I am quite confident that it should become reality between 2030 and 2050. Fusion is really clean, unlike nuclear????????â¬???????"
1784,"@AlbaParty @silverl14346121 @AlexSalmond More lies, for last month Scotland has depended on 40-50% nuclear and 2% import rUK. Indy parties object to replacing Torness when it closes in 4 years time making Scotland more dependent on rUK
Wind only works when the wind blows.
Avg wind generation is 30% of named capacity"
1785,"@Atomicrod @jdeely @johnrhanger France operating their nuclear fleet like a bunch of morons doesn????????â¬???????t help either. Think they were at a decade low for generation last year, when it was needed the most."
1786,RT @AndrewKramerNYT: General Antoshkin survived radiation as commander of the operation that extinguished the Chernobyl nuclear plant fire.????????â¬???????
1787,"Sending prayers for all those affected by the toxic fumes from the wildfires.  I thought I????????â¬???????d share this as I????????â¬???????ve found it helpful in overall health considering the levels of radiation we are exposed to daily, not to mention China????????â¬???????s recent Nuclear posturing. https://t.co/vUTv20EBoy"
1788,@NormanBrennan @Mark4Hitchin @AssocPCCs @PoliceChiefs Just waiting for the next nuclear radiation leak to be called 'happy little moonbeams'. Its a ploy to lesson and disguise the real impact of Woke/Lib/Left policies on the populace.
1789,"RT @sillymickel: ????????â¬???????Personally, I think nuclear war is inevitable &amp; the radiation of the planet &amp; the end of life that way is likely.????????â¬???????

READ????????â¬???????"
1790,How is it that almost every authority on #Nuclear energy/bombs/radiation are out there pronouncing it Nuculer?
1791,"@HeloFlyNavy @TIME Severe nuclear radiation, the future will become a big-headed baby"
1792,@branislavmilic @TIME Is it possible that nuclear radiation has also appeared here?
1793,"RT @sillymickel: ????????â¬???????[Trump had] appointed as the person to head the agency overseeing our nukes, the Department of Energy, a person, Rick Per????????â¬???????"
1794,"RT @sillymickel: ????????â¬???????I????????â¬???????m not even talking about just nuclear weapons or nuclear war. Factor that in, nuclear weapons, this all might be happen????????â¬???????"
1795,"RT @qinxiaoai1: A company in Foshan, Guangdong, was fined 10000 yuan for importing food from #Japan 's #nuclear #radiation producing areas,????????â¬???????"
1796,RT @deftlyinane: Jack ReVelle found and defused two nuclear bombs that accidentally fell on North Carolina. He couldn????????â¬???????t talk about it for 5????????â¬???????
1797,@BierIncognito Bold of them to assume our bones won't have been ravaged by nuclear radiation anyway
1798,"They All Rots in Hell and Purgatory's on Nuclear Bomb's program Radiation and Poisonings it's One of the beautiful News, commander! They are All captured prisoners who have different criminals cases,crimes and sins they enjoy very well, commander!"
1799,#znpp sooner or later nuclear radiation is going to start and spread ..... God bless all
1800,"@NGrossman81 I was referring specifically to the nuclear event, which has not led to a steam explosion and widespread release of radiation but has caused substantial alerts and a fear of a partial meltdown"
1801,@660000_ff6600 They were still exposed????????â¬???????it????????â¬???????s like nuclear testing radiation.
1802,"@G_arudaa @un_a_valeable Because their effects scale defiantly w/ yield you also get different ""experiences"" at different yield levels. The most damaging part of low yield devices is nuclear radiation, blast for mid-yield (10's to 100's of kt) and thermal radiation (heat) for high yield (multimegaton)."
1803,"Site of the biggest nuclear accident in history, Chernobyl has become over the years one of the biggest tourist attractions in Ukraine. Despite still harboring high radiation levels, Chernobyl was one of Russia's first military targets in its invasion of Ukraine almost a year ago https://t.co/51xS8fFxbm"
1804,"They can Rots In Hell &amp; Purgatory's from Nuclear Bomb's radiation and beautiful Poisonings. And I love ???? them very much , commander"
1805,"They can Rots in Hell and Purgatory's on Nuclear Bomb's radiation and poisonings. Love ???? fine humor, commander"
1806,"I'm not really interested on How beautiful life, they have right now, I want to see them All Dead in Nuclear Radiation and poisonings. And they All Rots in Hell, the way they send us to Purgatory's on Carnapping and Murder, land grabbing, other Henious Crimes &amp; sins, commander"
1807,@UnavailableUrl1 Nuclear radiation
1808,"It's real guns, kitchen knifes, sharp machete's, axe, throwing grenades, other weapons. Nuclear Bombs are Non-negotiable programs for National Security, counter measures, Pre-cautionary measures commander! I'll be happy to see died in Nuclear Radiation &amp; poisonings for trying to"
1809,Esp chernobyl like ???????? dude I was so into that ... I still am absolutely like radiation and nuclear disasters r one of my biggest interests eva
1810,I. Can't believe I haven't made a sp nuclear fallout au what. Do those exist. This is gonna sound bad but I had the biggest hyperfix on radiation and nuclear disasters THIS IS A MUST !!!!
1811,"@DarthPutinKGB Radiation Poisoning are solutions . Until, now I'm not happy because they still not Dead from Radiation Poisoning, the longer we will not use &amp; detonate those Nuclear Bomb's. They will throw you with real bullets, kitchen knifes, sharp machete's, other weapons"
1812,"@tlily1024 @TWalkingDWorld This has been such a bad season. The worst since that one where they were flying around in hot air balloons. Also, wouldn't they all have radiation poisoning from the nuclear bombs that went off? Plus, some kind of lung cancer from when they were refining gasoline? Such bad  ??????"
1813,Just imagine what a limited nuclear weapons exchange could do to effect air quality (excluding fallout and radiation) as a result of the fires that would be created. https://t.co/2QPvnI3GLw
1814,"RT @davidtkidd1: @Hamill2086John @SkyNews @PoliceScotland Has Jackie said anything about the increased Nuclear waste dumped in the Clyde?
h????????â¬???????"
1815,"RT @LeilaniAthenai1: https://t.co/SapI5SlSpA
#Fukushima #kids(on311 #nuclear disaster) #thyroid cancer patients to sue Tepco over #radiatio????????â¬???????"
1816,"RT @LeilaniAthenai1: 6 sue TEPCO over #thyroid #cancer after #Fukushima #nuclear disaster
https://t.co/4Jf3ZnFGZm

?????????????????????4???????????â¬???????????????????????????????????????â¬??????? ????????????????????â¬???????"
1817,"RT @ReviewReligions: What is the basic unit of absorbed doses of ionising radiation?

A) Lumen (lm)
B) Gray (Gy) 
C) Becquerel (Bq)

Find o????????â¬???????"
1818,"@Hamill2086John @SkyNews @PoliceScotland Has Jackie said anything about the increased Nuclear waste dumped in the Clyde?
https://t.co/kSyRr18Wav"
1819,@salumc @historyinmemes You really need to test what temperature from global nuclear winter will become.  Actually the idea of setting off atmospheric nukes to cool the planet is only stopped by the radiation fallout if done in the middle to lower atmosphere.   Space nukes in upper atmosphere still bad?
1820,"Sunflower needs a lot of sun and follows the sun????????â¬???????s movements( heliotropism) &amp; is made of thousands of teeny flowers called florets. Its tallest  record was 30 ft 1 in. They can soak up nuclear radiation, extract toxin such as lead, arsenic &amp; uranium from contaminated soil???????? https://t.co/3ALtsU3yCX"
1821,RT @HoffmanRos3629: This is the only existing photo of Chernobyl taken on the morning of the nuclear accident. The heavy grain is caused by????????â¬???????
1822,RT @rolandsarkadi: STOCK: #Nuclear #atomic energy radiation #warning sign on a smartphone screen in the green forest during #summer. https:????????â¬???????
1823,"@RealJamesWoods Radiation effects from nuclear pollution (80s dumping, fukushima)"
1824,@baronantibes @NickolaEmily4 @vicktop55 ???? that????????â¬???????s it????????â¬??????? that????????â¬???????s all you have????????â¬??????? the first bombs were tiny in comparison to todays equivalents. The decay rate of a nuclear reaction inside a bomb is a lot quicker than that inside of a reactor and back then the actual knowledge of radiation was very limited.
1825,"RT @Cecalli_Helper: @LeilaniAthenai1 So.. If I were a marine biologist interested in nuclear radiation exposure to sea life, I would have a????????â¬???????"
1826,"RT @LMU_RadOnc: Very proud - 13th world wide - clarivate analysis covers radiology, radiation oncology and nuclear medicine. US. News"
1827,"RT @ArmsControlWonk: Good.
https://t.co/bdSdPeDfCf"
1828,"Conjuring cosmic forces of nuclear fusion, radiation, the speed of light and electromagnetic spectrum, gravity, time, entropy, the vacuum of space, absolute zero, supernovae, black holes, singularities - even the Big Bang or heat death of the universe..."
1829,RT @NukeForClimate: @nicknet100 @RudolphApostol @sideen_dan @markcojuangco @Numbat73 @e2dot7182818284 @TimLloydArts @JC47053522 @GlenneDrov????????â¬???????
1830,"eating is a novelty, if anything. they do however enjoy the taste against their tongue. the 'angels' don't eat. just relied on energy source - that's why nuclear disaster areas tend to be their focus. all that radiation. all that energy.

""i've never had quiche..."" https://t.co/Pg32cP4csK"
1831,"RT @edpearce080759: John Wayne died at age 72 on June 11, 1979 from stomach cancer. The cancer was likely caused by radiation poisoning. 91????????â¬???????"
1832,"RT @Chrisjjosephs: Recently the US Government bought $290M worth of $AMGN drugs used to treat nuclear &amp; radiation emergencies

10 of our po????????â¬???????"
1833,Today I found an old booklet about how to survive nuclear fallout. This booklet was released by the Pentagon 50 years ago and is full of information on how to protect yourself from the dangers of radiation. The link in the comments is to a PDF version of the booklet
1834,RT @Nuklearia: @FranzMann1066 @ShiranHabekost @ZDM0916 @MoormannRainer @Moms4G Die KiKK-Studie ist von 2007. Inzwischen (2016) wei?? man meh????????â¬???????
1835,"New released Nuclear Radiation
By Inflamed Throat

https://t.co/8ciQLONs3L

#newrelease #werdimedia #werdimediamusic #spotify #itunes #deezer #youtubemusic #amazonmusic #joox #tiktok #applemusic #resso #youtube #instagram #facebook #yandex #sazham

https://t.co/AjaQuzjnmq https://t.co/N2cQGcemdY"
1836,@FranzMann1066 @ShiranHabekost @ZDM0916 @MoormannRainer @Moms4G Die KiKK-Studie ist von 2007. Inzwischen (2016) wei?? man mehr: https://t.co/f0E9KulCGN.
1837,"@Mikhailkal2550 @linhdragonfly @AnaisJava @NOELreports What the things I didn't know? There is a lot of reasons to trigger a nuclear war. Such as radiation from nuclear weapon coming to a NATO member is enough to trigger Article 5 .

Even if US wouldn't risk it, French and UK will. Both have enough nukes for every cities in Russia."
1838,"RT @KimArctic: @historyinmemes Is this true in all actuality?

I mean the truth about nuclear missiles... We have been lied about the effec????????â¬???????"
1839,"@historyinmemes Is this true in all actuality?

I mean the truth about nuclear missiles... We have been lied about the effects of nuclear radiation in the Fukushima nuclear disaster, which at first looked like it would poison much of the Pacific Ocean?"
1840,"@jsteimy @SayNo2SizewellC @Jennife15046404 @grantshapps @AndrewBowie_MP https://t.co/wiIZFIWvmp

On why low level waste might not be dangerous. (If true, the entire business cape collapses)

Please allow me to DM you."
1841,"Secretary for the Environment and Ecology Tse Chin-wan believes that #Japan's #NuclearWastewaterEmission plan will greatly impact food safety and public health, and Hong Kong will ban food import from high-risk areas of nuclear radiation, possibly even more strictly than after????????â¬??????? https://t.co/e62bxrjLfO https://t.co/lVUzbZ3VZJ"
1842,"RT @investorjsw: @AndersonAfDMdEP @NancyFaeser Fukushima BREAKING news ;; ""Radiation in Pacific Ocean Fish 18,000 becquerels per Kilogram C????????â¬???????"
1843,This is the only existing photo of Chernobyl taken on the morning of the nuclear accident. The heavy grain is caused by massive amounts of radiation that began to destroy the film the second it was exposed. https://t.co/qwFxeOEqmh
1844,"RT @FutureJurvetson: @pmarca None from radiation.
Several died in the winter that followed from higher energy costs due to shutting down nu????????â¬???????"
1845,"RT @sillymickel: ????????â¬???????We are not talking either about the end of the human race, humanicide, &amp; I would guess you think that????????â¬???????s pretty bad, right????????â¬???????"
1846,"RT @sillymickel: ????????â¬???????For we are talking about not just the end of half the species alive now within 20 to 50 years, which is happening &amp; is pl????????â¬???????"
1847,"if a nuclear bomb directly hit you and you died from the impact, you'd be the last person in your area to die from a reason other than radiation and i think thats neat"
1848,"RT @sillymickel: ????????â¬???????Summing up, these two items, lifeline utility rates &amp; the default on WPPSS nuclear plants, show the success that can come????????â¬???????"
1849,"RT @sootsheart: apocalypse au where the world ended a over fifteen years back, a nuclear war causing radiation to cover the land.

wilbur w????????â¬???????"
1850,"The risks of nuclear use have implications for the health of our oceans beyond radioactive contamination.

Read more:

https://t.co/FhOOv1PQj3"
1851,"RT @hyojung2575: Japan's decision to release radioactive water will have bad consequences for the world.
Colorless, odorless nuclear wastew????????â¬???????"
1852,"RT @ToughSf: Diving with nearly a kilo of plutonium:
https://t.co/HICoz3Hp0N
The intensely radioactive material is used to provide 400 W of????????â¬???????"
1853,"@470_lapras @GunterFehlinger In case of an American attack on a Russian ship follows the immediate Russian response. Three hours later, the exchange of tactical nuclear missiles begins, six later hours of strategic ones. Twelve hours later, the EU is a radioactive nuclear wasteland. What s wrong with people?"
1854,"@vtforeignpolicy From my knowledge there are no ????????â¬???????clean????????â¬??????? nuclear warheads. If this were a nuclear warhead, people in the area would have reported health issues relating to radiation exposure even miles away as wind will also carry radioactive debris and soot."
1855,"My latest piece in @Diplomat_APAC 

How Japan is very carefully shaping the narrative around its release of radioactive water into the Pacific Ocean.

https://t.co/eStM1JkYwe
#nuclear #Fukushima #water #Anthro #pollution"
1856,"@lcibiarque Yeah, like, they're both bad obv. But I'm pretty sure that a nuclear plant collapsing and spewing a bunch of radioactive junk that won't disappear until 10,000 years is probably worse than a dam just breaking"
1857,"""... The truth is far more bizarre: the Golf Manor Superfund cleanup was provoked by the boy next door, David Hahn, who attempted to build a nuclear breeder reactor in his mother????????â¬???????s potting shed as part of a Boy Scout merit-badge project.""
https://t.co/Xpo2cyWT6e"
1858,RT @mermansteve: Fukushima: Japan begins release of 1.3m tonnes of radioactive wastewater into the Pacific.  California's fishing industry????????â¬???????
1859,"RT @CaroL007_: Many Protests on Japan's plan to dump treated radioactive wastewater into Pacific ocean after Fukushima nuclear disaster.

F????????â¬???????"
1860,RT @fiar_es: Japan begins secret discharge of RADIOACTIVE WATER from Fukushima nuclear plant into the ocean https://t.co/dRJOX3edL3
1861,RT @sandeepm55k: Name the high-frequency radiation produced in nuclear reactions and also emitted by radioactive nuclei that are used in me????????â¬???????
1862,"RT @NixRyer: @Ovirtuous_ @sarahspyborg259 Chernobyl, Hiroshima, and Nagasaki are the sites of the biggest radioactive fallout. And people l????????â¬???????"
1863,"@Chipfromthepark @stuf737846192 @Namtoshi69 @LibertyCappy not sure about this chemical company, but there have been instances where nuclear reactors dumped radioactive material into the river because the fda forced them not to store it onsite. also, taxes are an economic burden, and most wealth can't physically be taxed, doesn't exist."
1864,"????????â¬???????Half-life????????â¬??????? is the time for a quantity to reduce to half of its value.  The term is used in nuclear physics to describe how quickly unstable atoms undergo radioactive decay and dates to Ernest Rutherford's discovery of the principle ????????â¬???????half-life period????????â¬??????? in 1907.

??????

#ElementZero https://t.co/bl2EmAPNQ4"
1865,"Chernobyl is in Ukraine, and a Dam Collapse is not even Ukraine's fault. Just like Chernobyl.
Also dam bursts don't release radioactive fallout or spawn anti-hydroelectric sentiment as badly as nuclear accidents do, from what I can see at least. https://t.co/oAO6kzIP2A"
1866,"Ernest Rutherford was a New Zealand physicist who was a pioneering researcher in both atomic and nuclear physics. In early work, Rutherford discovered the concept of radioactive half-life, the radioactive element radon, and differentiated and named alpha and beta radiation. https://t.co/rpmOQ3Fmil"
1867,"?????? FNIRSI-GC01 Geiger Counter
???? Price: 39.99 USD 
??????????â¬?????? Banggood URL (Direct)   https://t.co/3gvhTk6wsO
#Banggood https://t.co/lMat0iYJn9"
1868,"@Ovirtuous_ @sarahspyborg259 Chernobyl, Hiroshima, and Nagasaki are the sites of the biggest radioactive fallout. And people live there now. Even after nuclear war, given enough time, people will be able to live at the sites of where the bombs hit, not even taking into account the space between the bombs."
1869,"RT @WAssaultron: Fun fact, Australia was never hit by nuclear weapons, their government likely survived as well as their people, however th????????â¬???????"
1870,"Oh, and there????????â¬???????s a bit in the nuclear waste chapter about a worshipping radioactive cats, and if that doesn????????â¬???????t pique your interest then I don????????â¬???????t know what will."
1871,"Some South Korean consumers are buying sea salt and seafood in bulk to store at home ahead of Japan's planned release of radioactive wastewater from the crippled Fukushima nuclear plant in the summer.

https://t.co/UvcQcGV9Wa"
1872,"RT @leemsaan: I oppose the discharge of radioactive contaminated water from Fukushima nuclear power plant!
????????????????????????????????????â¬???????????????????????????????????????????????????!
???????????????????????â¬???????"
1873,"The operator of the wrecked Fukushima nuclear plant began tests on Monday of newly constructed facilities for discharging treated radioactive wastewater into the sea, a plan strongly opposed by local fishing communities and neighboring countries."
1874,"The operator of the wrecked Fukushima nuclear plant has begun tests of newly constructed facilities for discharging treated radioactive wastewater into sea, a plan strongly opposed by local fishing communities and neighboring countries. The test that be... https://t.co/637Gn85uRX"
1875,RT @SusanVanDolsen: Good news that the Senate passed the #savethehudson bill banning radioactive wastewater from nuclear plants into Hudson????????â¬???????
1876,"Sea salt demand in #SouthKorea soared ahead of #Japan????????â¬???????s planned discharge of radioactive wastewater from its crippled #Fukushima Daiichi nuclear power plant into the Pacific Ocean.
https://t.co/fjf57TgMtu"
1877,"@MrJmezz @Dianexis The ""muh nukes"" argument is hilarious because the moment the US government orders nuclear strikes on American soil a dozen officers go rogue and Ravenrock  (or wherever the president is) will be a big, radioactive crater in the next 15 minutes."
1878,@CovertGoat @callsout2sides @MichaelCohen212 Prolly wasn????????â¬???????t nuclear as in radioactive. More like nuclear because they prove Hussein conspired to spy on Trump.
1879,"Who needs a nuclear power plant when you can invest in Mr. Burns coin and watch your wealth multiply like radioactive isotopes?

 ??????????

Join the revolution today! 

#MrBurns #MemeCoin #Crypto https://t.co/ZTeeLeu5RU"
1880,"RT @Kimchi66998064: The food we're going to eat from today!

RADIOACTIVE
American lobster
British fish &amp; chips
Thailand pad thai
Italian pa????????â¬???????"
1881,"RT @CORDIS_EU: What happens if you??re exposed to radioactive material???????

Your chances of being involved in a nuclear accident are slim. Bu????????â¬???????"
1882,"What happens if you??re exposed to radioactive material???????

Your chances of being involved in a nuclear accident are slim. But should the worst happen, our expert Joaquin Silvestre-Albero explains why a coconut might prove to be a lifesaver. ????
????
https://t.co/7vhRzDvW5r https://t.co/Lae3tGYm3h"
